Date,Close,Open,High,Low,Volume
2018/11/8,108.98,111.936,112.604,108.855,23.75K
2018/11/9,107.37,108.983,109.307,105.869,19.86K
2018/11/10,105.47,107.365,107.696,105.198,14.28K
2018/11/11,107.19,105.471,107.252,102.915,18.94K
2018/11/12,106.27,107.386,107.858,105.983,16.90K
2018/11/13,106.22,106.265,107.516,105.37,23.10K
2018/11/14,92.42,106.448,106.513,88.436,85.66K
2018/11/15,89.86,92.423,94.824,82.047,86.12K
2018/11/16,87.94,89.856,90.225,87.425,31.82K
2018/11/17,89.16,87.945,89.341,86.013,32.19K
2018/11/18,89.89,89.374,92.851,88.796,46.60K
2018/11/19,73.11,89.889,90.22,72.949,104.77K
2018/11/20,67.77,73.75,75.963,64.505,136.07K
2018/11/21,69.53,67.767,71.612,65.638,60.53K
2018/11/22,66.06,69.524,71.633,66.001,46.40K
2018/11/23,67.65,66.062,67.871,63.342,57.92K
2018/11/24,58.95,67.649,69.999,58.806,61.42K
2018/11/25,58.78,59.361,60.232,53.878,106.51K
2018/11/26,53.87,58.779,60.813,52.696,99.26K
2018/11/27,57.91,53.869,59.309,53.07,55.85K
2018/11/28,63.74,57.905,65.973,57.905,65.92K
2018/11/29,61.3,63.742,65.316,59.493,46.61K
2018/11/30,58.28,61.303,62.497,56.226,35.27K
2018/12/1,59.87,58.277,61.745,57.574,37.66K
2018/12/2,59.17,59.867,62.476,58.235,24.44K
2018/12/3,55.19,59.088,59.811,53.703,43.74K
2018/12/4,57.06,55.192,59.563,54.185,43.26K
2018/12/5,51.95,57.06,57.929,51.953,44.55K
2018/12/6,46.51,51.956,53.855,46.357,75.22K
2018/12/7,46.9,46.506,47.588,42.982,88.48K
2018/12/8,45.2,46.896,49.563,43.064,54.54K
2018/12/9,47.55,45.318,49.456,45.262,44.43K
2018/12/10,44.28,47.547,48.482,43.773,53.54K
2018/12/11,43.12,44.276,44.755,42.343,46.17K
2018/12/12,44.19,42.947,46.22,42.886,38.89K
2018/12/13,41.26,44.643,44.777,40.878,48.63K
2018/12/14,39.08,41.536,43.222,38.72,63.40K
2018/12/15,39.08,39.081,39.893,38.255,43.49K
2018/12/16,39.69,39.389,41.317,39.293,53.71K
2018/12/17,44.17,39.692,45.549,39.691,67.39K
2018/12/18,47.25,44.172,48.461,43.501,55.23K
2018/12/19,46.31,47.457,51.29,45.966,80.24K
2018/12/20,55.59,46.307,55.844,46.181,92.31K
2018/12/21,52.46,55.586,56.733,51.063,68.26K
2018/12/22,52.35,52.462,53.421,50.444,49.52K
2018/12/23,53.41,52.352,55.641,52.352,48.38K
2018/12/24,56.35,53.404,59.012,53.404,76.44K
2018/12/25,51.07,56.35,56.727,48.565,69.76K
2018/12/26,49.66,51.222,53.054,47.424,62.70K
2018/12/27,44.37,49.664,49.904,43.6,51.86K
2018/12/28,50.18,44.372,52.071,44.15,60.95K
2018/12/29,47.71,50.175,50.848,47.705,47.77K
2018/12/30,49.02,47.706,49.292,47.593,32.85K
2018/12/31,46.37,49.339,49.476,45.524,34.86K
2019/1/1,48.67,46.374,48.735,45.918,28.91K
2019/1/2,52.97,48.856,54.235,48.408,65.13K
2019/1/3,50.03,52.972,53.375,49.984,30.87K
2019/1/4,50.96,50.209,51.409,49.59,37.02K
2019/1/5,50.02,50.962,52.143,49.925,41.07K
2019/1/6,55.34,50.017,55.499,49.851,50.34K
2019/1/7,53.36,55.337,56.068,53.127,38.90K
2019/1/8,53.07,53.36,55.026,52.893,30.44K
2019/1/9,52.56,53.072,54.835,51.961,33.76K
2019/1/10,45.33,52.675,53.702,43.97,106.87K
2019/1/11,45.61,45.398,46.797,44.974,38.63K
2019/1/12,45.01,45.727,45.887,44.638,29.76K
2019/1/13,42.84,45.01,45.34,42.478,36.59K
2019/1/14,45.92,42.843,46.67,42.843,38.31K
2019/1/15,44.8,45.921,46.728,44.084,36.39K
2019/1/16,45.95,44.802,46.101,44.522,29.10K
2019/1/17,45.61,45.95,46.316,44.579,33.05K
2019/1/18,44.84,45.607,45.739,44.564,30.95K
2019/1/19,46.08,44.835,46.765,44.835,26.28K
2019/1/20,43.74,46.064,46.331,43.515,33.22K
2019/1/21,44.29,43.742,44.586,43.481,37.70K
2019/1/22,45.99,44.287,46.374,44.093,39.36K
2019/1/23,44.89,45.988,46.174,44.699,41.51K
2019/1/24,45.91,44.92,46.674,44.773,43.33K
2019/1/25,46.98,45.971,47.15,45.245,28.66K
2019/1/26,45.6,46.976,47.095,45.595,32.16K
2019/1/27,46.38,45.608,46.471,45.13,27.21K
2019/1/28,43.58,46.379,46.555,43.163,56.16K
2019/1/29,43.2,43.576,43.935,42.658,44.40K
2019/1/30,44.03,43.202,44.631,42.834,33.43K
2019/1/31,43.51,44.032,44.553,43.226,25.01K
2019/2/1,43.7,43.509,44.196,42.873,25.32K
2019/2/2,43.5,43.73,43.857,41.845,51.76K
2019/2/3,43.05,43.501,44.009,42.553,60.58K
2019/2/4,42.81,43.047,43.133,42.282,33.36K
2019/2/5,43.4,42.854,43.598,42.803,39.24K
2019/2/6,43.25,43.398,43.828,42.436,44.00K
2019/2/7,43.37,43.254,43.95,43.192,32.98K
2019/2/8,48.31,43.365,50.04,43.365,70.60K
2019/2/9,48.52,48.308,49.084,47.893,39.89K
2019/2/10,49.75,48.524,49.773,46.958,43.40K
2019/2/11,48.16,49.748,49.834,47.14,46.91K
2019/2/12,48.81,48.157,49.257,47.417,37.95K
2019/2/13,49.13,48.808,50.782,48.79,66.13K
2019/2/14,46.82,49.129,49.59,45.968,71.31K
2019/2/15,47.23,46.824,48.418,46.649,47.36K
2019/2/16,46.74,47.355,48.446,46.739,35.93K
2019/2/17,47.96,46.739,48.062,46.615,33.23K
2019/2/18,51.42,47.956,52.125,47.87,53.08K
2019/2/19,51.99,51.406,53.4,51.186,61.34K
2019/2/20,51.86,51.985,52.73,50.665,53.67K
2019/2/21,49.75,51.886,52.115,49.607,43.22K
2019/2/22,51.63,49.769,51.74,49.769,32.21K
2019/2/23,54.15,51.734,54.657,50.964,52.73K
2019/2/24,47.79,54.206,55.937,47.783,86.76K
2019/2/25,48.95,47.788,49.365,47.788,35.11K
2019/2/26,48.05,48.999,49.024,47.863,47.02K
2019/2/27,48.9,48.052,48.9,47.501,53.62K
2019/2/28,48.02,48.899,49.247,48,55.15K
2019/3/1,48.37,48.055,48.762,47.978,56.44K
2019/3/2,48.52,48.369,48.678,47.832,35.43K
2019/3/3,48.8,48.522,48.953,48.266,30.61K
2019/3/4,47.28,48.796,49.294,46.3,98.73K
2019/3/5,49.12,47.283,49.232,46.704,107.86K
2019/3/6,49.44,49.124,49.467,48.393,90.53K
2019/3/7,50.05,49.446,50.777,49.446,88.98K
2019/3/8,48.88,50.047,50.226,48.253,94.21K
2019/3/9,49.56,48.877,50.243,48.661,101.36K
2019/3/10,49.58,49.561,49.725,49.057,32.38K
2019/3/11,49.22,49.576,49.799,48.279,60.88K
2019/3/12,50.07,49.243,50.068,48.253,86.46K
2019/3/13,50.23,50.066,50.803,49.669,96.92K
2019/3/14,50.81,50.225,51.734,49.56,151.09K
2019/3/15,51.68,50.818,51.984,50.786,121.90K
2019/3/16,53.18,51.678,54.023,51.673,100.05K
2019/3/17,52.42,53.177,53.199,51.676,96.42K
2019/3/18,51.78,52.42,53.057,51.433,74.55K
2019/3/19,52.83,51.775,53.327,51.631,80.47K
2019/3/20,54.15,52.834,54.241,52.16,126.15K
2019/3/21,52.12,54.149,54.161,51.373,144.92K
2019/3/22,52.72,52.122,53.019,51.882,107.89K
2019/3/23,52.52,52.715,53.143,52.063,107.50K
2019/3/24,52.28,52.521,52.705,51.886,105.90K
2019/3/25,51.11,52.282,52.363,50.258,136.14K
2019/3/26,51.65,51.105,51.891,49.92,140.48K
2019/3/27,53.33,51.647,53.487,51.469,144.82K
2019/3/28,52.64,53.327,53.334,52.324,143.61K
2019/3/29,53.52,52.635,54.071,52.121,207.84K
2019/3/30,53.37,53.524,53.958,52.762,172.74K
2019/3/31,55.92,53.373,56.567,52.801,223.47K
2019/4/1,59.87,55.915,59.888,55.72,264.93K
2019/4/2,68.41,59.871,69.087,58.688,423.26K
2019/4/3,63.7,68.405,69.37,61.328,472.99K
2019/4/4,63.67,63.694,66.3,61.884,137.83K
2019/4/5,68.98,63.673,68.98,63.548,108.48K
2019/4/6,68.03,68.98,70.091,66.394,87.33K
2019/4/7,69.66,68.032,69.949,67.767,109.36K
2019/4/8,70.67,69.655,72.11,67.846,98.07K
2019/4/9,67.94,70.666,70.717,67.371,96.75K
2019/4/10,70.76,67.935,71.313,67.794,129.64K
2019/4/11,66.07,70.757,70.944,62.137,156.71K
2019/4/12,65.76,66.074,68.338,64.732,139.25K
2019/4/13,64.93,65.756,66.455,63.554,83.82K
2019/4/14,66.26,64.93,66.906,63.933,163.54K
2019/4/15,64.05,66.256,66.789,63.406,101.39K
2019/4/16,68.47,64.047,69.688,63.574,98.91K
2019/4/17,67.17,68.429,69.377,66.56,66.02K
2019/4/18,68.94,67.173,69.706,67.149,117.15K
2019/4/19,68.23,68.926,69.31,67.26,92.33K
2019/4/20,69.34,68.216,69.894,67.766,112.38K
2019/4/21,68.31,69.339,69.757,66.945,112.54K
2019/4/22,68.24,68.31,68.986,67.646,82.20K
