Date,Open,High,Low,Close,Volume
2016/5/23,439.6,445,438.2,443.7,35.90K
2016/5/24,443.7,447.9,442,446.1,33.22K
2016/5/25,446.1,451.2,445.4,449.8,37.72K
2016/5/26,449.8,454.3,447.7,453.3,37.72K
2016/5/27,453.3,479.2,452.7,474,135.68K
2016/5/28,474,531.8,467,524.2,150.17K
2016/5/29,524.2,548,493.2,516,152.57K
2016/5/30,516,544.2,512.8,532.3,77.53K
2016/5/31,532.3,546.9,513.2,528.9,114.08K
2016/6/1,528.9,542.3,521.3,537.4,72.41K
2016/6/2,537.4,541.5,530.5,537.1,52.88K
2016/6/3,537.1,573.7,534.3,567,106.25K
2016/6/4,567,592.7,560.9,572,87.41K
2016/6/5,572,583.6,567.8,574.9,64.52K
2016/6/6,574.9,586.7,571.7,583.6,63.68K
2016/6/7,583.6,591.3,543.6,575.6,84.69K
2016/6/8,575.6,582.4,567.8,580.5,49.60K
2016/6/9,580.5,580.7,569.3,574.7,48.61K
2016/6/10,574.7,579.3,571.1,577.9,45.50K
2016/6/11,577.9,592.6,576.3,591.6,42.22K
2016/6/12,591.6,683.8,592.8,666.5,217.38K
2016/6/13,666.5,718.2,652.8,700.1,216.73K
2016/6/14,700.1,702.5,654.7,685.1,135.65K
2016/6/15,685.1,695.1,670.5,690.8,78.62K
2016/6/16,690.8,769.7,687.4,761.2,229.57K
2016/6/17,761.2,771.9,704.2,743.9,215.87K
2016/6/18,743.9,776,727.1,753.8,120.53K
2016/6/19,753.8,765.1,740.4,761,60.45K
2016/6/20,761,764.6,717.4,734,112.29K
2016/6/21,734,732.2,626,667.4,248.08K
2016/6/22,667.4,677.8,586.6,590.6,202.32K
2016/6/23,590.6,629.5,539.3,620.8,261.74K
2016/6/24,620.8,687.4,616.4,656.9,196.69K
2016/6/25,656.9,688.1,640.8,663.5,100.46K
2016/6/26,663.5,665.2,609.9,625.4,88.93K
2016/6/27,625.4,650.3,615.2,644.7,99.81K
2016/6/28,644.7,659.3,634.3,644.9,76.66K
2016/6/29,644.9,645.9,621.8,636.5,80.22K
2016/6/30,636.5,673,631.2,670,88.20K
2016/7/1,670,685.1,661.1,674.6,92.23K
2016/7/2,674.6,700.5,671.5,698.1,67.38K
2016/7/3,698.1,701.5,644.6,661.6,99.27K
2016/7/4,661.6,679,644,675.2,63.91K
2016/7/5,675.2,679.2,657.3,663.7,54.64K
2016/7/6,663.7,678.4,662.2,672.7,47.05K
2016/7/7,672.7,676.2,605,635.3,153.61K
2016/7/8,635.3,663.4,630.2,662.8,75.89K
2016/7/9,662.8,663.5,620.7,651.8,96.01K
2016/7/10,651.8,652,636.8,647.1,29.26K
2016/7/11,647.1,657.5,640,646.7,45.94K
2016/7/12,646.7,673.2,644.6,670.6,66.59K
2016/7/13,670.6,672,656,661.2,62.96K
2016/7/14,661.2,661.9,646.3,657.3,48.20K
2016/7/15,657.3,667.5,656.5,664.2,35.83K
2016/7/16,664.2,665.4,655.7,660.7,20.39K
2016/7/17,660.7,680.9,660.1,676.3,46.84K
2016/7/18,676.3,680.4,664.6,670.4,42.58K
2016/7/19,670.4,673.2,663.6,671.1,30.40K
2016/7/20,671.1,672.3,659.5,664.4,37.56K
2016/7/21,664.4,666.5,657.8,664.6,32.17K
2016/7/22,664.6,669.4,645.7,651.1,65.90K
2016/7/23,651.1,658.2,648,655.2,29.89K
2016/7/24,655.2,664.2,651,659.3,29.82K
2016/7/25,659.3,662.5,651.1,654,34.38K
2016/7/26,654,657.8,643.5,654.4,49.39K
2016/7/27,654.4,659.1,646,654.5,29.89K
2016/7/28,654.5,658,650.8,654.1,28.11K
2016/7/29,654.1,657.4,651,655.4,27.04K
2016/7/30,655.4,657.5,652.1,654.7,19.35K
2016/7/31,654.7,654.9,621.4,621.9,62.89K
2016/8/1,621.9,627.9,603.5,607,66.66K
2016/8/2,607,613.8,471.4,513.4,130.91K
2016/8/3,513.4,573.1,514.1,566.4,85.93K
2016/8/4,566.4,584.9,559.5,576.2,44.82K
2016/8/5,576.2,580,565.8,574.7,27.89K
2016/8/6,574.7,596.7,565.3,586.5,25.38K
2016/8/7,586.5,596,580.9,590.8,26.20K
2016/8/8,590.8,594.2,585.4,589.2,24.88K
2016/8/9,589.2,591.2,581.1,585.3,25.97K
2016/8/10,585.3,600.5,580.9,590.9,49.57K
2016/8/11,590.9,599.2,585.4,587.8,39.83K
2016/8/12,587.8,591.1,582.2,587.1,25.50K
2016/8/13,587.1,590.1,582.8,584.6,19.30K
2016/8/14,584.6,585.8,559.9,569.1,33.07K
2016/8/15,569.1,575,559.3,567,33.77K
2016/8/16,567,583.4,563.4,580.2,37.69K
2016/8/17,580.2,581.1,568.7,572.3,32.76K
2016/8/18,572.3,579.5,570.8,573.4,30.39K
2016/8/19,573.4,577.9,566.3,574.6,25.53K
2016/8/20,574.6,583.5,572.3,582.6,23.12K
2016/8/21,582.6,585.3,577.8,580.7,14.16K
2016/8/22,580.7,591.9,577.1,587.5,33.56K
2016/8/23,587.5,589.9,578.6,583.6,32.08K
2016/8/24,583.6,584.5,576.8,579.7,28.06K
2016/8/25,579.7,580.7,570.8,578,32.73K
2016/8/26,578,582.7,575.8,579.4,21.17K
2016/8/27,579.4,580.4,567.3,570.3,18.69K
2016/8/28,570.3,576.3,569.2,575,12.83K
2016/8/29,575,578.6,571.4,574.2,23.86K
2016/8/30,574.2,579.9,572.5,577.3,27.48K
2016/8/31,577.3,578.3,571.7,573.9,24.93K
2016/9/1,573.9,705,569.4,572,25.87K
2016/9/2,572,577.6,569.3,575.3,26.61K
2016/9/3,575.3,605,572.6,598.8,35.70K
2016/9/4,598.8,615.2,590.8,609.5,30.69K
2016/9/5,609.5,610.6,598.8,605.8,25.29K
2016/9/6,605.8,612,603.5,610.4,24.33K
2016/9/7,610.4,616.5,606.2,613.2,30.03K
2016/9/8,613.2,629.3,611.3,625.6,36.33K
2016/9/9,625.6,627.6,617.3,623.2,28.33K
2016/9/10,623.2,627.5,621.1,624.5,15.28K
2016/9/11,624.5,630.8,592.8,605.6,36.54K
2016/9/12,605.6,610.6,603,608,27.95K
2016/9/13,608,612,604.9,608.6,27.52K
2016/9/14,608.6,612.2,606.4,609.5,24.24K
2016/9/15,609.5,610.7,605.1,608.1,22.69K
2016/9/16,608.1,610.4,605.2,607.8,21.85K
2016/9/17,607.8,609.6,604.5,607.1,15.89K
2016/9/18,607.1,612.4,605.2,610.7,16.33K
2016/9/19,610.7,612.4,607,609.8,21.24K
2016/9/20,609.8,611.3,605.9,609.2,22.61K
2016/9/21,609.2,608.8,591.7,597.2,36.86K
2016/9/22,597.2,599.8,592.8,595.6,22.44K
2016/9/23,595.6,603.7,594.1,602.9,25.92K
2016/9/24,602.9,605.9,600.5,602.6,13.47K
2016/9/25,602.6,604.9,598.3,601.5,13.28K
2016/9/26,601.5,608.5,598.2,606.5,27.51K
2016/9/27,606.5,609,601.7,605.5,25.55K
2016/9/28,605.5,606.9,602.6,604.7,18.94K
2016/9/29,604.7,607.2,602,604.7,25.32K
2016/9/30,604.7,608.8,602.3,608.1,23.95K
2016/10/1,608.1,615,607.1,613.4,16.93K
2016/10/2,613.4,614.2,607.7,610.7,16.54K
2016/10/3,610.7,613.2,608.5,611.6,21.95K
2016/10/4,611.6,612.7,606.5,609,24.99K
2016/10/5,609,613.7,608,611.8,23.40K
2016/10/6,611.8,612.7,608.5,611,21.63K
2016/10/7,611,619.4,609.1,616,32.73K
2016/10/8,616,619.6,614.9,617.7,13.62K
2016/10/9,617.7,618.3,613,615.8,13.43K
2016/10/10,615.8,618.8,612.8,617.3,25.23K
2016/10/11,617.3,642.3,615.6,640.5,55.77K
2016/10/12,640.5,642.5,632.2,636,26.95K
2016/10/13,636,639.5,632.3,635.6,25.62K
2016/10/14,635.6,640.5,630.7,637.9,31.42K
2016/10/15,637.9,641.4,635.1,637,12.38K
2016/10/16,637,642.2,636.4,640.1,12.89K
2016/10/17,640.1,641.3,634.9,637.4,27.69K
2016/10/18,637.4,639.3,632.2,635.3,24.60K
2016/10/19,635.3,637.3,624.1,629.1,35.29K
2016/10/20,629.1,630.8,625.5,628.3,20.94K
2016/10/21,628.3,633.3,627.6,630.5,28.09K
2016/10/22,630.5,659.9,629.7,655.5,37.10K
2016/10/23,655.5,661.2,648.8,653,21.91K
2016/10/24,653,654.3,645.7,650.5,33.24K
2016/10/25,650.5,662.5,647.7,651,36.74K
2016/10/26,651,678.4,651.4,674.7,47.67K
2016/10/27,674.7,687.9,672.3,682.3,46.56K
2016/10/28,682.3,688.4,678.6,686.2,38.97K
2016/10/29,686.2,720.2,685.2,715,54.03K
2016/10/30,715,714.9,689.5,697.3,39.33K
2016/10/31,697.3,707.2,682.2,698.7,38.05K
2016/11/1,698.7,734.4,695.2,726.8,68.07K
2016/11/2,726.8,735.8,718.1,733.5,39.04K
2016/11/3,733.5,744.4,670.4,684.9,96.41K
2016/11/4,684.9,706.6,681.3,702.1,48.24K
2016/11/5,702.1,706.4,694,702.1,22.02K
2016/11/6,702.1,714.1,697.6,709.9,25.81K
2016/11/7,709.9,711.7,698.3,705.4,30.74K
2016/11/8,705.4,714.6,701,710.9,39.73K
2016/11/9,710.9,741.2,707.1,721.4,70.70K
2016/11/10,721.4,723,707.3,714.6,33.33K
2016/11/11,714.6,719.8,711.7,715,25.58K
2016/11/12,715,717.4,701.1,704.3,27.60K
2016/11/13,704.3,705.6,685,702,36.14K
2016/11/14,702,708,696.1,704.6,37.75K
2016/11/15,704.6,716.9,697.9,711.1,41.40K
2016/11/16,711.1,746,708.1,740.3,79.57K
2016/11/17,740.3,751.9,730.1,737.5,62.77K
2016/11/18,737.5,751.4,731,747,39.71K
2016/11/19,747,755.3,737.4,747.9,25.63K
2016/11/20,747.9,752.3,712.8,728.5,47.42K
2016/11/21,728.5,744.3,726.5,736.2,32.51K
2016/11/22,736.2,754,730.6,749.3,44.44K
2016/11/23,749.3,750.9,731.3,741.1,37.87K
2016/11/24,741.1,744.2,726.2,735.3,37.24K
2016/11/25,735.3,741.3,729,740.4,28.85K
2016/11/26,740.4,741,725.6,734.1,22.58K
2016/11/27,734.1,738.3,727.1,729.4,21.35K
2016/11/28,729.4,738.1,727.7,733.3,34.12K
2016/11/29,733.3,737,727.8,732.6,32.57K
2016/11/30,732.6,745.4,730.6,742.5,39.28K
2016/12/1,742.5,755.5,741.1,752.6,54.03K
2016/12/2,752.6,779,752.3,770.9,63.22K
2016/12/3,770.9,772.3,755.8,764.2,38.45K
2016/12/4,764.2,769.2,758.8,766.4,19.16K
2016/12/5,766.4,769.2,746,754.3,51.17K
2016/12/6,754.3,762.5,750.9,758.2,33.43K
2016/12/7,758.2,769,754.3,765.6,34.87K
2016/12/8,765.6,773.4,761.2,768.5,28.78K
2016/12/9,768.5,773.5,765,770.5,24.18K
2016/12/10,770.5,777,769.2,774,18.02K
2016/12/11,774,774.2,763,767.9,17.14K
2016/12/12,767.9,781.3,767.9,778.5,28.76K
2016/12/13,778.5,790.3,767.8,778.7,33.11K
2016/12/14,778.7,780.8,771,776.5,24.78K
2016/12/15,776.5,780.3,773.1,775.2,26.22K
2016/12/16,775.2,783.9,773.3,782,27.61K
2016/12/17,782,791.6,779.4,787.2,23.58K
2016/12/18,787.2,791.3,783.8,789,14.53K
2016/12/19,789,793.7,786.3,789.8,25.46K
2016/12/20,789.8,800,787.1,799.1,34.48K
2016/12/21,799.1,833.1,796,829.2,65.29K
2016/12/22,829.2,874.7,828.9,860.2,70.56K
2016/12/23,860.2,920.3,858,917.2,102.22K
2016/12/24,917.2,920.5,880.8,891.1,46.03K
2016/12/25,891.1,895.2,851.4,891.1,42.48K
2016/12/26,891.1,909.3,885.9,898.4,38.79K
2016/12/27,898.4,937.9,893.4,925.8,49.69K
2016/12/28,925.8,974.5,925.5,972.2,77.29K
2016/12/29,972.2,982.6,949.2,971.1,61.13K
2016/12/30,971.1,971.6,927.4,959,70.84K
2016/12/31,959,965.5,942.4,963.4,27.56K
2017/1/1,963.4,1001.6,956.1,995.4,41.15K
2017/1/2,995.4,1031.7,990.2,1017,64.95K
2017/1/3,1017,1035.5,1006.5,1033.3,54.79K
2017/1/4,1033.3,1148.5,1022.3,1135.4,156.27K
2017/1/5,1135.4,1150.6,874.5,989.3,240.01K
2017/1/6,989.3,1027.4,852.5,886.2,194.29K
2017/1/7,886.2,900.9,806.7,888.9,130.66K
2017/1/8,888.9,936.1,875.8,900.9,76.91K
2017/1/9,900.9,910.5,870.9,899.8,62.58K
2017/1/10,899.8,911.3,890.1,904.4,53.71K
2017/1/11,904.4,917.7,751.6,785.4,194.44K
2017/1/12,785.4,828.2,739.5,810.1,120.24K
2017/1/13,810.1,835,771,824.8,89.86K
2017/1/14,824.8,838.9,808.3,819.6,44.21K
2017/1/15,819.6,826.4,808.6,821.2,24.40K
2017/1/16,821.2,836.7,817.7,827.3,33.22K
2017/1/17,827.3,906.4,825,899.7,82.21K
2017/1/18,899.7,913.7,845.9,872,69.26K
2017/1/19,872,905.3,870.7,895.2,58.44K
2017/1/20,895.2,901.5,878.9,892.9,38.87K
2017/1/21,892.9,928.9,889.5,919.8,40.38K
2017/1/22,919.8,938.4,888.6,918.8,47.93K
2017/1/23,918.8,928,910.8,921.5,32.74K
2017/1/24,921.5,925.6,889.2,893.8,58.87K
2017/1/25,893.8,905.7,883.6,894.4,37.90K
2017/1/26,894.4,919.3,893.5,915.6,33.80K
2017/1/27,915.6,922.6,907.9,918,30.97K
2017/1/28,918,921.9,912.8,918.5,14.31K
2017/1/29,918.5,922.4,912.7,914.5,11.05K
2017/1/30,914.5,922.3,911.5,920.7,19.06K
2017/1/31,920.7,967.5,917.4,965.5,54.67K
2017/2/1,965.5,986.6,959.8,982.4,45.22K
2017/2/2,982.4,1009.1,973.5,1004,50.86K
2017/2/3,1004,1023.7,989.2,1013,61.67K
2017/2/4,1013,1041,1000.4,1031.8,39.46K
2017/2/5,1031.8,1033.7,1004,1016.1,31.06K
2017/2/6,1016.1,1030.6,1010.8,1024.7,32.02K
2017/2/7,1024.7,1054.1,1019.9,1049.6,39.55K
2017/2/8,1049.6,1069.2,1020.3,1055.5,65.15K
2017/2/9,1055.5,1073,924.7,979,146.75K
2017/2/10,979,1005.6,947,997.6,62.13K
2017/2/11,997.6,1014.3,983.9,1008.3,28.32K
2017/2/12,1008.3,1007.8,992.5,996.5,14.75K
2017/2/13,996.5,1007.6,975.1,995.4,32.91K
2017/2/14,995.4,1013.8,986.5,1008.3,39.54K
2017/2/15,1008.3,1010.9,999.7,1008.2,23.36K
2017/2/16,1008.2,1040.3,1007.4,1031.9,38.08K
2017/2/17,1031.9,1057.4,1025.9,1049.4,45.71K
2017/2/18,1049.4,1063.2,1044.7,1052.3,25.36K
2017/2/19,1052.3,1056.5,1037.7,1048.9,17.95K
2017/2/20,1048.9,1081.8,1041,1077.6,31.01K
2017/2/21,1077.6,1123,1073.5,1119,57.05K
2017/2/22,1119,1132.3,1094.8,1120.5,47.91K
2017/2/23,1120.5,1181.6,1113.5,1171.9,65.74K
2017/2/24,1171.9,1211.7,1092.4,1176.5,108.17K
2017/2/25,1176.5,1180,1116.2,1149.1,45.86K
2017/2/26,1149.1,1177.5,1130.6,1171.6,30.77K
2017/2/27,1171.6,1195.8,1164.3,1188.8,35.47K
2017/2/28,1188.8,1208.2,1175.8,1189.3,50.58K
2017/3/1,1189.3,1225,1154.6,1222.7,51.15K
2017/3/2,1222.7,1287,1212,1255.5,78.49K
2017/3/3,1255.5,1291.3,1250.8,1283.3,67.28K
2017/3/4,1283.3,1285.8,1228.7,1264.3,38.42K
2017/3/5,1264.3,1273.3,1242.1,1271.2,25.43K
2017/3/6,1271.2,1280.6,1261,1277,31.03K
2017/3/7,1277,1280.9,1148.7,1232.7,87.72K
2017/3/8,1232.7,1242,1136.9,1147,97.88K
2017/3/9,1147,1207,1129.3,1191.3,59.86K
2017/3/10,1191.3,1330.4,988.7,1112.4,190.47K
2017/3/11,1112.4,1202.7,1104.8,1179.2,70.75K
2017/3/12,1179.2,1235.5,1160.9,1225.1,44.41K
2017/3/13,1225.1,1245.6,1205.6,1238.2,60.46K
2017/3/14,1238.2,1255.5,1218.4,1243.1,45.14K
2017/3/15,1243.1,1256.9,1236.4,1253.4,43.59K
2017/3/16,1253.4,1260.2,1119,1172.9,132.77K
2017/3/17,1172.9,1174.9,1063.5,1071.7,163.74K
2017/3/18,1071.7,1103.6,940.2,971.4,210.42K
2017/3/19,971.4,1063.7,967.3,1022.6,106.45K
2017/3/20,1022.6,1057.5,1005,1047.5,61.43K
2017/3/21,1047.5,1125.5,1043.9,1121.3,92.59K
2017/3/22,1121.3,1121.9,997.8,1044.7,115.29K
2017/3/23,1044.7,1062.8,1022,1035,56.52K
2017/3/24,1035,1038.4,927.3,939.7,132.60K
2017/3/25,939.7,996,890.4,966.3,127.05K
2017/3/26,966.3,1004.3,946.7,969.4,85.33K
2017/3/27,969.4,1048.8,961.8,1045.1,91.26K
2017/3/28,1045.1,1068.4,1015.5,1044.4,80.00K
2017/3/29,1044.4,1058.7,1008.3,1041.9,68.85K
2017/3/30,1041.9,1052.7,1020.9,1037.9,74.99K
2017/3/31,1037.9,1088.2,1035.2,1079.1,90.99K
2017/4/1,1079.1,1103.7,1067.5,1086.1,50.66K
2017/4/2,1086.1,1109.5,1074.2,1097.4,70.98K
2017/4/3,1097.4,1157.9,1095.6,1147.6,98.50K
2017/4/4,1147.6,1161.2,1122.2,1141.8,71.00K
2017/4/5,1141.8,1143.8,1110.1,1129.9,69.47K
2017/4/6,1129.9,1201.6,1130.5,1188.7,92.36K
2017/4/7,1188.7,1201.2,1173.2,1190.5,59.75K
2017/4/8,1190.5,1198.2,1166.7,1180.8,33.18K
2017/4/9,1180.8,1215.1,1174,1204.3,45.35K
2017/4/10,1204.3,1214.9,1194.8,1206.7,40.01K
2017/4/11,1206.7,1229.6,1195.8,1220.7,37.40K
2017/4/12,1220.7,1225.5,1207.4,1212.5,44.78K
2017/4/13,1212.5,1218.7,1150.3,1176.2,66.05K
2017/4/14,1176.2,1195.4,1162.2,1177.3,47.22K
2017/4/15,1177.3,1194.8,841.5,1177,28.39K
2017/4/16,1177,1188,1166.7,1176.8,18.93K
2017/4/17,1176.8,1203,1172.8,1194,46.48K
2017/4/18,1194,1213.9,1191.1,1206.1,52.75K
2017/4/19,1206.1,1218.2,1194.1,1215.2,43.35K
2017/4/20,1215.2,1246.6,1210.7,1238.1,55.20K
2017/4/21,1238.1,1257,1235.6,1249.6,41.34K
2017/4/22,1249.6,1257,1215.8,1240.9,43.82K
2017/4/23,1240.9,1256.2,1223.1,1249.1,42.61K
2017/4/24,1249.1,1256.4,1234.9,1248.2,38.54K
2017/4/25,1248.2,1272.6,1244.2,1264.3,43.89K
2017/4/26,1264.3,1309.2,1263,1286.6,58.91K
2017/4/27,1286.6,1346.8,1285.3,1332.9,61.77K
2017/4/28,1332.9,1356.2,1287.6,1329.6,77.57K
2017/4/29,1329.6,1343.7,1314.2,1336.3,40.97K
2017/4/30,1336.3,1358.9,1309.7,1351.9,40.64K
2017/5/1,1351.9,1448.7,1342.8,1415.8,100.44K
2017/5/2,1415.8,1471.1,1394.8,1445.9,70.01K
2017/5/3,1445.9,1496.4,1424.1,1485.6,81.72K
2017/5/4,1485.6,1609.8,1437.1,1516.8,136.71K
2017/5/5,1516.8,1588.1,1485,1507.8,120.38K
2017/5/6,1507.8,1560.4,1503.9,1545.3,59.60K
2017/5/7,1545.3,1572.9,1495.2,1554.4,71.36K
2017/5/8,1554.4,1667.7,1552.9,1664.5,107.23K
2017/5/9,1664.5,1757.4,1620,1697.5,127.23K
2017/5/10,1697.5,1766.2,1665,1752.3,89.68K
2017/5/11,1752.3,1864.8,1741.5,1819.3,109.01K
2017/5/12,1819.3,1822.5,1641.2,1686.4,109.34K
2017/5/13,1686.4,1770.5,1594.6,1763.7,75.47K
2017/5/14,1763.7,1802.8,1736.1,1772.6,40.64K
2017/5/15,1772.6,1776.7,1656.8,1708.9,80.24K
2017/5/16,1708.9,1752.6,1653.7,1729.3,75.54K
2017/5/17,1729.3,1842.8,1704,1801.3,94.62K
2017/5/18,1801.3,1980.5,1791.1,1881,73.10K
2017/5/19,1881,1969.7,1875.3,1962,98.76K
2017/5/20,1962,2048.4,1944.4,2040.2,89.86K
2017/5/21,2040.2,2094.9,1980.1,2044.2,78.78K
2017/5/22,2044.2,2264.8,1998.6,2124.4,174.38K
2017/5/23,2124.4,2286.3,2110.8,2272.6,114.18K
2017/5/24,2272.6,2497,2263.3,2445.3,149.26K
2017/5/25,2445.3,2781.8,2210.5,2307.2,248.44K
2017/5/26,2307,2616.5,2051.4,2244.9,191.49K
2017/5/27,2244.9,2322.4,1868.6,2052.4,222.95K
2017/5/28,2052.4,2300.5,2051.1,2189,125.00K
2017/5/29,2189,2337.4,2117.3,2278.2,92.24K
2017/5/30,2278.2,2329.3,2147.1,2192.6,120.96K
2017/5/31,2192.6,2330.6,2168.4,2303.3,117.75K
2017/6/1,2303.3,2460.8,2303.3,2412.6,122.70K
2017/6/2,2412.6,2494,2385.6,2492.6,83.03K
2017/6/3,2492.6,2582.8,2449.9,2545.4,70.96K
2017/6/4,2545.4,2559.8,2478.2,2524.1,59.48K
2017/6/5,2524.1,2705.4,2523.9,2705,86.69K
2017/6/6,2705,2931.2,2699.7,2870.5,192.23K
2017/6/7,2870.5,2880.9,2626.6,2691.5,122.68K
2017/6/8,2691.5,2808.4,2623.6,2798.8,95.42K
2017/6/9,2798.8,2852.1,2786.1,2811.4,67.05K
2017/6/10,2811.4,2914.2,2807.4,2900.3,86.52K
2017/6/11,2900.3,2977.9,2867.3,2973.4,83.03K
2017/6/12,2973.4,2985.1,2483.6,2656.8,217.96K
2017/6/13,2656.8,2784.8,2647.4,2713,116.74K
2017/6/14,2713,2803.7,2349,2467.3,174.19K
2017/6/15,2467.3,2521.6,2125.6,2442.5,262.79K
2017/6/16,2442.5,2536.4,2335.3,2508.6,117.21K
2017/6/17,2508.6,2690.7,2454.8,2655.1,95.95K
2017/6/18,2655.1,2676,2488.6,2539.6,92.00K
2017/6/19,2539.6,2617.8,2518.8,2616.8,81.83K
2017/6/20,2616.8,2800.5,2614,2754.4,111.30K
2017/6/21,2754.4,2804.4,2624.4,2677.6,116.03K
2017/6/22,2677.6,2757.3,2623.2,2722.8,78.30K
2017/6/23,2722.8,2759.7,2699.5,2710.4,56.94K
2017/6/24,2710.4,2741.6,2540.4,2590.1,86.96K
2017/6/25,2590.1,2660.7,2472.4,2541.6,86.97K
2017/6/26,2541.6,2584.8,2327.3,2446.1,165.83K
2017/6/27,2446.1,2585.1,2309.6,2583.8,159.26K
2017/6/28,2583.8,2616.9,2490.1,2577.7,110.42K
2017/6/29,2577.7,2605.9,2526.5,2558.4,75.32K
2017/6/30,2558.4,2576.3,2469.5,2480.6,73.00K
2017/7/1,2480.6,2529.6,2387.5,2424.6,66.32K
2017/7/2,2424.6,2555.3,2375.9,2536.5,67.76K
2017/7/3,2536.5,2617.5,2506.3,2572.5,83.42K
2017/7/4,2572.5,2658.7,2570,2617.3,80.68K
2017/7/5,2617.3,2642.7,2562,2627.9,89.72K
2017/7/6,2627.9,2634.8,2581.8,2614.2,60.16K
2017/7/7,2614.2,2617.5,2484.7,2513.9,90.45K
2017/7/8,2513.9,2568.7,2480.6,2564.9,54.51K
2017/7/9,2564.9,2576.7,2509.6,2511.4,39.16K
2017/7/10,2511.4,2530.3,2271.8,2344,123.80K
2017/7/11,2344,2412.8,2265.5,2324.3,146.63K
2017/7/12,2324.3,2424.8,2262.1,2403.1,109.52K
2017/7/13,2403.1,2436.7,2335,2362.4,88.17K
2017/7/14,2362.4,2370.5,2165.4,2234.2,114.41K
2017/7/15,2234.2,2237.1,1974,1975.1,155.32K
2017/7/16,1975.1,2044.4,1809,1914.1,189.64K
2017/7/17,1914.1,2233.8,1913.8,2233.4,176.89K
2017/7/18,2233.4,2400.7,2164.6,2320.2,202.62K
2017/7/19,2320.2,2412.4,2243.1,2282.6,154.32K
2017/7/20,2282.6,2932.8,2282.1,2866,310.34K
2017/7/21,2866,2874,2622.5,2675.1,193.76K
2017/7/22,2675.1,2876.7,2658.6,2836.5,121.92K
2017/7/23,2836.5,2856.7,2675.6,2756.6,108.23K
2017/7/24,2756.6,2798.9,2715.7,2763.4,83.01K
2017/7/25,2763.4,2779.1,2472.6,2582.6,205.88K
2017/7/26,2582.6,2631.7,2441.5,2559.2,135.50K
2017/7/27,2559.2,2712.9,2547.7,2691.9,103.83K
2017/7/28,2691.9,2843.8,2683.6,2806.8,138.91K
2017/7/29,2806.8,2812.1,2699.4,2733.5,84.49K
2017/7/30,2733.5,2773.1,2621.7,2766.5,82.72K
2017/7/31,2766.5,2916.3,2723.1,2883.3,91.12K
2017/8/1,2883.3,2946,2659.6,2747,123.17K
2017/8/2,2747,2773.8,2668.9,2720.5,81.82K
2017/8/3,2720.5,2822.9,2717.6,2810,68.10K
2017/8/4,2810,2892.7,2779.5,2878.5,68.76K
2017/8/5,2878.5,3344,2875.9,3262.8,159.40K
2017/8/6,3262.8,3295.1,3166.5,3232,60.66K
2017/8/7,3232,3425.1,3198.5,3401.9,88.11K
2017/8/8,3401.9,3494.9,3357.1,3429.4,106.94K
2017/8/9,3429.4,3437.1,3251,3348.8,97.06K
2017/8/10,3348.8,3453.8,3322.9,3425.7,71.00K
2017/8/11,3425.7,3706.5,3409.8,3654.4,97.56K
2017/8/12,3654.4,3967.3,3611.4,3871.6,123.59K
2017/8/13,3871.6,4189.4,3847.3,4062.6,158.59K
2017/8/14,4062.6,4336.7,3978.9,4327.9,128.46K
2017/8/15,4327.9,4436.5,3837.1,4161.7,211.58K
2017/8/16,4161.7,4398.1,3938.6,4387.4,112.90K
2017/8/17,4387.4,4487.5,4194.1,4278.9,127.48K
2017/8/18,4278.9,4362.7,3978.3,4105.4,144.40K
2017/8/19,4105.4,4189.7,3957.5,4150.5,113.72K
2017/8/20,4150.5,4182.3,4034.4,4066.6,70.16K
2017/8/21,4066.6,4097.3,3966.9,4005.1,90.65K
2017/8/22,4005.1,4142.7,3612.2,4089.7,169.14K
2017/8/23,4089.7,4255.6,4070.5,4141.1,96.65K
2017/8/24,4141.1,4364.1,4111.7,4318.4,72.36K
2017/8/25,4318.4,4461.7,4292.6,4364.4,82.90K
2017/8/26,4364.4,4379.3,4263.3,4352.3,46.16K
2017/8/27,4352.3,4408.2,4321.1,4345.8,42.52K
2017/8/28,4345.8,4403.1,4195.2,4390.3,75.49K
2017/8/29,4390.3,4647.8,4350.2,4597.3,100.80K
2017/8/30,4597.3,4644.1,4491.8,4583,68.47K
2017/8/31,4583,4765.1,4580.1,4735.1,72.29K
2017/9/1,4735.1,4925.2,4690.2,4921.9,102.01K
2017/9/2,4921.9,4976.5,4448.6,4573.8,160.77K
2017/9/3,4573.8,4719.8,4397.7,4612.9,102.82K
2017/9/4,4612.9,4621,4098.6,4267.5,170.40K
2017/9/5,4267.5,4496.7,4004.6,4409.1,158.41K
2017/9/6,4409.1,4660,4401.5,4618.7,110.93K
2017/9/7,4618.7,4690.5,4493.2,4635.6,70.53K
2017/9/8,4635.6,4699.6,4130.9,4326.5,180.36K
2017/9/9,4326.5,4402.1,4185.3,4335.1,77.09K
2017/9/10,4335.1,4338.1,4032.1,4245.9,108.08K
2017/9/11,4245.9,4364.4,4134.6,4217.9,88.76K
2017/9/12,4217.9,4387.8,4075,4158.9,107.04K
2017/9/13,4158.9,4174.6,3752,3870.3,186.54K
2017/9/14,3870.3,3930.7,3219,3243.1,317.59K
2017/9/15,3243.1,3824.4,2979.9,3713.8,448.55K
2017/9/16,3713.8,3893.7,3551.8,3698.9,169.36K
